name,online_order,book_table,rate,votes,location,approx_cost(for two people),listed_in(type),listed_in(city)
"Aramane Donne Biriyani","Yes","No",3.9,189,"BTM",300,"Delivery","Bannerghatta Road"
"RSS Donne Biryani","Yes","No",3.3,58,"BTM",300,"Delivery","Bannerghatta Road"
"Indiana Burgers","Yes","No",3.4,23,"BTM",300,"Delivery","Bannerghatta Road"
"Yum In My Tum","Yes","No",4.1,92,"BTM",300,"Delivery","Bannerghatta Road"
"Waffle Head","Yes","No",4,35,"BTM",300,"Delivery","Bannerghatta Road"
"The Bong Palate","Yes","No",3.8,58,"BTM",300,"Delivery","Bannerghatta Road"
"Manchu Cafe","Yes","No",3.8,21,"BTM",300,"Delivery","Bannerghatta Road"
"Nanna Munna Paratha House","Yes","No",4,107,"BTM",300,"Delivery","Bannerghatta Road"
"RK Fresh Food","Yes","No",3.5,12,"BTM",300,"Delivery","Bannerghatta Road"
"Biryani Magic","Yes","No",3.5,31,"BTM",300,"Delivery","Bannerghatta Road"
"Waffle Stories","Yes","No",4,69,"BTM",300,"Delivery","Bannerghatta Road"
"Spurthi Foods","Yes","No",3.7,71,"BTM",300,"Delivery","Bannerghatta Road"
"Dessi Cuppa","Yes","No",3.4,4,"BTM",300,"Delivery","Bannerghatta Road"
"Vyanjan","Yes","No",3.9,199,"BTM",300,"Delivery","Bannerghatta Road"
"Chatter Platter","Yes","No",3.5,28,"BTM",300,"Delivery","Bannerghatta Road"
"Sri Nandi Grand","Yes","No",3.4,6,"BTM",300,"Delivery","Bannerghatta Road"
"The Hungers Zone","Yes","No",3.8,57,"BTM",300,"Delivery","Bannerghatta Road"
"New South Corner","Yes","No",3.7,20,"BTM",300,"Delivery","Bannerghatta Road"
"Freeze It","Yes","No",3.6,6,"BTM",300,"Delivery","Bannerghatta Road"
"JP Fish Land","Yes","No",3.6,24,"BTM",300,"Delivery","Bannerghatta Road"
"The Cuboidal","Yes","No",3.6,16,"BTM",300,"Delivery","Bannerghatta Road"
"Limra Hotel","Yes","No",3.3,26,"BTM",300,"Delivery","Bannerghatta Road"
"Kafe Nook","Yes","No",3.6,35,"BTM",300,"Delivery","Bannerghatta Road"
"Yummerica Fries","No","No",3.3,16,"BTM",300,"Delivery","Bannerghatta Road"
"Joey's","No","No",3.7,43,"BTM",300,"Delivery","Bannerghatta Road"
"The Biriyani Pedia","Yes","No",3.9,55,"BTM",300,"Delivery","Basavanagudi"
"Indori Chatorey","Yes","No",2.8,137,"BTM",300,"Delivery","Basavanagudi"
"Arabian Bites","Yes","No",3.4,24,"BTM",300,"Delivery","Basavanagudi"
"Polamma's Mess","Yes","No",4.2,185,"BTM",300,"Delivery","Basavanagudi"
"Pakiza Dilli Darbar Restaurant","Yes","No",3.2,13,"BTM",300,"Delivery","HSR"
"Dabba Karkhana","Yes","No",3.5,17,"BTM",300,"Delivery","HSR"
"Swadista Aahar","Yes","No",4.2,785,"BTM",300,"Delivery","JP Nagar"
"Roti Wala","Yes","No",4,199,"BTM",300,"Delivery","JP Nagar"
"Chicken Magic","Yes","No",3.7,210,"BTM",300,"Delivery","JP Nagar"
"New Mahesh Friends Food Corner","Yes","No",3.2,49,"BTM",300,"Delivery","JP Nagar"
"Mahesh Friends Food Center","Yes","No",2.9,132,"BTM",300,"Delivery","JP Nagar"
"Polar Bear","Yes","No",3.9,20,"BTM",300,"Delivery","JP Nagar"
"Yum In My Tum","Yes","No",4.2,102,"BTM",300,"Delivery","JP Nagar"
"RB Food Point","Yes","No",3.7,34,"BTM",300,"Delivery","JP Nagar"
"Tarbouche","Yes","No",3.8,12,"BTM",300,"Delivery","JP Nagar"
"Indiana Burgers","Yes","No",3.4,23,"BTM",300,"Delivery","JP Nagar"
"Waffle Head","Yes","No",4,36,"BTM",300,"Delivery","JP Nagar"
"Manchu Cafe","Yes","No",3.8,23,"BTM",300,"Delivery","JP Nagar"
"The Bong Palate","Yes","No",3.8,61,"BTM",300,"Delivery","JP Nagar"
"Waffle Stories","Yes","No",4,71,"BTM",300,"Delivery","JP Nagar"
"Dessi Cuppa","Yes","No",3.4,5,"BTM",300,"Delivery","JP Nagar"
"RK Fresh Food","Yes","No",3.5,13,"BTM",300,"Delivery","JP Nagar"
"Speedbreaker","Yes","No",3.4,14,"BTM",300,"Delivery","JP Nagar"
"The Arabian Nights","Yes","No",2.6,51,"BTM",300,"Delivery","JP Nagar"
"Sri Nandi Grand","Yes","No",3.4,6,"BTM",300,"Delivery","JP Nagar"
"Biryani Magic","Yes","No",3.5,31,"BTM",300,"Delivery","JP Nagar"
"Vyanjan","Yes","No",3.9,203,"BTM",300,"Delivery","JP Nagar"
"The Hungers Zone","Yes","No",3.8,57,"BTM",300,"Delivery","JP Nagar"
"Chatter Platter","Yes","No",3.4,30,"BTM",300,"Delivery","JP Nagar"
"Litti Twist","Yes","No",4.2,465,"BTM",300,"Delivery","JP Nagar"
"New South Corner","Yes","No",3.7,20,"BTM",300,"Delivery","JP Nagar"
"Aramane Donne Biriyani","Yes","No",3.9,191,"BTM",300,"Delivery","JP Nagar"
"Khan's Biryani","Yes","No",3,11,"BTM",300,"Delivery","JP Nagar"
"RSS Donne Biryani","Yes","No",3.3,59,"BTM",300,"Delivery","JP Nagar"
"Freeze It","Yes","No",3.6,6,"BTM",300,"Delivery","JP Nagar"
"Yummerica Fries","No","No",3.2,16,"BTM",300,"Delivery","JP Nagar"
"Spurthi Foods","Yes","No",3.7,70,"BTM",300,"Delivery","JP Nagar"
"Nanna Munna Paratha House","Yes","No",4,109,"BTM",300,"Delivery","JP Nagar"
"The Cuboidal","Yes","No",3.6,16,"BTM",300,"Delivery","JP Nagar"
"Kafe Nook","Yes","No",3.6,35,"BTM",300,"Delivery","JP Nagar"
"Appana Restaurant","Yes","No",3.5,12,"BTM",300,"Delivery","JP Nagar"
"JP Fish Land","Yes","No",3.6,24,"BTM",300,"Delivery","JP Nagar"
"Chef All Nite","Yes","No",3.9,464,"BTM",300,"Delivery","JP Nagar"
"Naati Biriyani","No","No",3.1,4,"BTM",300,"Delivery","JP Nagar"
"Dabba Karkhana","Yes","No",3.5,17,"BTM",300,"Delivery","JP Nagar"
"Sagar Fast Food","Yes","No",3.7,66,"BTM",300,"Delivery","JP Nagar"
"Limra Hotel","Yes","No",3.3,26,"BTM",300,"Delivery","JP Nagar"
"Joey's","No","No",3.7,43,"BTM",300,"Delivery","JP Nagar"
"Snaxup Restaurant","No","No",3.5,31,"BTM",300,"Delivery","JP Nagar"
"Pabrai's Fresh and Naturelle Icecreams","No","No",3.7,118,"BTM",300,"Delivery","JP Nagar"
"Top Foam Parantha Roll & Juice Centre","No","No",3.5,13,"BTM",300,"Delivery","JP Nagar"
"Foodies Club","Yes","No",3.4,5,"BTM",300,"Delivery","JP Nagar"
"Al Habibi Restaurant","Yes","No",3.5,17,"BTM",300,"Delivery","JP Nagar"
"Bullet Biryani","Yes","No",3.2,9,"BTM",300,"Delivery","JP Nagar"
"Biryani Spot","Yes","No",3.5,9,"BTM",300,"Delivery","JP Nagar"
"Swadista Aahar","Yes","No",4.2,787,"BTM",300,"Delivery","Koramangala 4th Block"
"Roti Wala","Yes","No",4.1,200,"BTM",300,"Delivery","Koramangala 4th Block"
"The Biriyani Pedia","Yes","No",3.9,57,"BTM",300,"Delivery","Koramangala 4th Block"
"New Mahesh Friends Food Corner","Yes","No",3.2,52,"BTM",300,"Delivery","Koramangala 4th Block"
"Krishna Sagar","Yes","No",3.9,52,"BTM",300,"Delivery","Koramangala 4th Block"
"Pathaan Sir","Yes","No",3.9,183,"BTM",300,"Delivery","Koramangala 4th Block"
"Yum In My Tum","Yes","No",4.2,105,"BTM",300,"Delivery","Koramangala 4th Block"
"Aramane Donne Biriyani","Yes","No",3.9,191,"BTM",300,"Delivery","Koramangala 4th Block"
"RB Food Point","Yes","No",3.8,38,"BTM",300,"Delivery","Koramangala 4th Block"
"Waffle Head","Yes","No",4,36,"BTM",300,"Delivery","Koramangala 4th Block"
"Cafe Alchemist","Yes","No",3.8,62,"BTM",300,"Delivery","Koramangala 4th Block"
"Darshan Paradise Restaurant","Yes","No",3.6,15,"BTM",300,"Delivery","Koramangala 4th Block"
"Manchu Cafe","Yes","No",3.8,23,"BTM",300,"Delivery","Koramangala 4th Block"
"Awesome Foods","Yes","No",3.7,25,"BTM",300,"Delivery","Koramangala 4th Block"
"Kairali","Yes","No",3.9,171,"BTM",300,"Delivery","Koramangala 4th Block"
"Fillers","Yes","No",3.9,138,"BTM",300,"Delivery","Koramangala 4th Block"
"The Bong Palate","Yes","No",3.8,63,"BTM",300,"Delivery","Koramangala 4th Block"
"World Of Asia","Yes","No",4,41,"BTM",300,"Delivery","Koramangala 4th Block"
"Speedbreaker","Yes","No",3.4,15,"BTM",300,"Delivery","Koramangala 4th Block"
"The Arabian Nights","Yes","No",2.6,51,"BTM",300,"Delivery","Koramangala 4th Block"
"Indori Chatorey","Yes","No",2.8,137,"BTM",300,"Delivery","Koramangala 4th Block"
"Vyanjan","Yes","No",3.9,203,"BTM",300,"Delivery","Koramangala 4th Block"
"Ammus Hot N Cool","Yes","No",3.4,84,"BTM",300,"Delivery","Koramangala 4th Block"
"The Hungers Zone","Yes","No",3.8,57,"BTM",300,"Delivery","Koramangala 4th Block"
"Momo Jojo","Yes","No",3.4,6,"BTM",300,"Delivery","Koramangala 4th Block"
"Chatter Platter","Yes","No",3.4,30,"BTM",300,"Delivery","Koramangala 4th Block"
"Nammura Donne Biriyani","Yes","No",3.6,68,"BTM",300,"Delivery","Koramangala 4th Block"
"The Cuboidal","Yes","No",3.6,16,"BTM",300,"Delivery","Koramangala 4th Block"
"Chef All Nite","Yes","No",3.8,464,"BTM",300,"Delivery","Koramangala 4th Block"
"Polamma's Mess","Yes","No",4.2,185,"BTM",300,"Delivery","Koramangala 4th Block"
"Swaadam Veg","Yes","No",3.6,34,"BTM",300,"Delivery","Koramangala 4th Block"
"NY8LIFE","No","No",3.2,4,"BTM",300,"Delivery","Koramangala 4th Block"
"Sagar Fast Food","Yes","No",3.7,67,"BTM",300,"Delivery","Koramangala 4th Block"
"Naati Biriyani","No","No",3.1,4,"BTM",300,"Delivery","Koramangala 4th Block"
"Jose's Mess","No","No",4.4,316,"BTM",300,"Delivery","Koramangala 4th Block"
"Thottathil Restaurant","No","No",3.8,69,"BTM",300,"Delivery","Koramangala 4th Block"
"Nanna Munna Paratha House","No","No",3.6,20,"BTM",300,"Delivery","Koramangala 4th Block"
"Bisimillah Biriyani","No","No",3.5,11,"BTM",300,"Delivery","Koramangala 4th Block"
"Bisimillah Biriyani's & Kebab's","No","No",3.3,6,"BTM",300,"Delivery","Koramangala 4th Block"
"Chettinad Food House","No","No",3.1,7,"BTM",300,"Delivery","Koramangala 4th Block"
"RP Sweets","No","No",3.4,9,"BTM",300,"Delivery","Koramangala 4th Block"
"Brew Cafe","No","No",3.2,4,"BTM",300,"Delivery","Koramangala 4th Block"
"Mongolian Kitchen","No","No",3.8,30,"BTM",300,"Delivery","Koramangala 4th Block"
"Nutrition on Wheels","No","No",2.9,23,"BTM",300,"Delivery","Koramangala 4th Block"
"Pakiza Dilli Darbar Restaurant","Yes","No",3.2,13,"BTM",300,"Delivery","Koramangala 4th Block"
"Al Habibi Restaurant","Yes","No",3.5,17,"BTM",300,"Delivery","Koramangala 4th Block"
"Bullet Biryani","Yes","No",3.2,9,"BTM",300,"Delivery","Koramangala 4th Block"
"Biryani Spot","Yes","No",3.5,9,"BTM",300,"Delivery","Koramangala 4th Block"
"Dabba Karkhana","Yes","No",3.5,17,"BTM",300,"Delivery","Koramangala 4th Block"
"Swadista Aahar","Yes","No",4.1,789,"BTM",300,"Delivery","Koramangala 6th Block"
"Roti Wala","Yes","No",4,201,"BTM",300,"Delivery","Koramangala 6th Block"
"New Mahesh Friends Food Corner","Yes","No",3.2,55,"BTM",300,"Delivery","Koramangala 6th Block"
"Polar Bear","Yes","No",3.9,21,"BTM",300,"Delivery","Koramangala 6th Block"
"The Biriyani Pedia","Yes","No",3.9,58,"BTM",300,"Delivery","Koramangala 6th Block"
"Krishna Sagar","Yes","No",3.9,52,"BTM",300,"Delivery","Koramangala 6th Block"
"Aramane Donne Biriyani","Yes","No",3.9,192,"BTM",300,"Delivery","Koramangala 6th Block"
"Pathaan Sir","Yes","No",3.9,184,"BTM",300,"Delivery","Koramangala 6th Block"
"Nammura Donne Biriyani","Yes","No",3.6,68,"BTM",300,"Delivery","Koramangala 6th Block"
"Cafe Alchemist","Yes","No",3.8,62,"BTM",300,"Delivery","Koramangala 6th Block"
"Yum In My Tum","Yes","No",4.2,114,"BTM",300,"Delivery","Koramangala 6th Block"
"Darshan Paradise Restaurant","Yes","No",3.6,16,"BTM",300,"Delivery","Koramangala 6th Block"
"Waffle Head","Yes","No",4,39,"BTM",300,"Delivery","Koramangala 6th Block"
"Kairali","Yes","No",3.9,172,"BTM",300,"Delivery","Koramangala 6th Block"
"Chef All Nite","Yes","No",3.8,464,"BTM",300,"Delivery","Koramangala 6th Block"
"Awesome Foods","Yes","No",3.7,27,"BTM",300,"Delivery","Koramangala 6th Block"
"Manchu Cafe","Yes","No",3.8,23,"BTM",300,"Delivery","Koramangala 6th Block"
"The Arabian Nights","Yes","No",2.6,51,"BTM",300,"Delivery","Koramangala 6th Block"
"Pappu Chaiwalla","Yes","No",3.1,89,"BTM",300,"Delivery","Koramangala 6th Block"
"Speedbreaker","Yes","No",3.4,15,"BTM",300,"Delivery","Koramangala 6th Block"
"World Of Asia","Yes","No",4,42,"BTM",300,"Delivery","Koramangala 6th Block"
"Fillers","Yes","No",3.9,140,"BTM",300,"Delivery","Koramangala 6th Block"
"Chatter Platter","Yes","No",3.4,30,"BTM",300,"Delivery","Koramangala 6th Block"
"Vyanjan","Yes","No",3.9,203,"BTM",300,"Delivery","Koramangala 6th Block"
"Ammus Hot N Cool","Yes","No",3.4,84,"BTM",300,"Delivery","Koramangala 6th Block"
"Indori Chatorey","Yes","No",2.8,137,"BTM",300,"Delivery","Koramangala 6th Block"
"Swaadam Veg","Yes","No",3.6,34,"BTM",300,"Delivery","Koramangala 6th Block"
"Momo Jojo","Yes","No",3.4,6,"BTM",300,"Delivery","Koramangala 6th Block"
"The Cuboidal","Yes","No",3.6,16,"BTM",300,"Delivery","Koramangala 6th Block"
"Homely Curries & Pickles","Yes","No",3.4,50,"BTM",300,"Delivery","Koramangala 6th Block"
"RP Sweets","No","No",3.4,9,"BTM",300,"Delivery","Koramangala 6th Block"
"Al Habibi Restaurant","Yes","No",3.5,17,"BTM",300,"Delivery","Koramangala 6th Block"
"Naati Biriyani","No","No",3.1,4,"BTM",300,"Delivery","Koramangala 6th Block"
"Polamma's Mess","Yes","No",4.2,185,"BTM",300,"Delivery","Koramangala 6th Block"
"Sagar Fast Food","Yes","No",3.7,67,"BTM",300,"Delivery","Koramangala 6th Block"
"Jose's Mess","No","No",4.3,317,"BTM",300,"Delivery","Koramangala 6th Block"
"Thottathil Restaurant","No","No",3.8,70,"BTM",300,"Delivery","Koramangala 6th Block"
"Nanna Munna Paratha House","No","No",3.6,20,"BTM",300,"Delivery","Koramangala 6th Block"
"Bisimillah Biriyani","No","No",3.5,11,"BTM",300,"Delivery","Koramangala 6th Block"
"Bisimillah Biriyani's & Kebab's","No","No",3.3,6,"BTM",300,"Delivery","Koramangala 6th Block"
"Chettinad Food House","No","No",3.1,7,"BTM",300,"Delivery","Koramangala 6th Block"
"Amrutha Mess","No","No",3.4,6,"BTM",300,"Delivery","Koramangala 6th Block"
"Y Not Shawarma","No","No",3.5,10,"BTM",300,"Delivery","Koramangala 6th Block"
"Brew Cafe","No","No",3.2,4,"BTM",300,"Delivery","Koramangala 6th Block"
"Hungry Nights","No","No",3,54,"BTM",300,"Delivery","Koramangala 6th Block"
"NY8LIFE","No","No",3.2,4,"BTM",300,"Delivery","Koramangala 6th Block"
"Mongolian Kitchen","No","No",3.8,30,"BTM",300,"Delivery","Koramangala 6th Block"
"Nutrition on Wheels","No","No",2.9,23,"BTM",300,"Delivery","Koramangala 6th Block"
"Pakiza Dilli Darbar Restaurant","Yes","No",3.2,13,"BTM",300,"Delivery","Koramangala 6th Block"
"Bullet Biryani","Yes","No",3.2,9,"BTM",300,"Delivery","Koramangala 6th Block"
"Biryani Spot","Yes","No",3.5,9,"BTM",300,"Delivery","Koramangala 6th Block"
"Dabba Karkhana","Yes","No",3.5,17,"BTM",300,"Delivery","Koramangala 6th Block"
"Cafe 221B","Yes","Yes",3.7,49,"BTM",300,"Delivery","Basavanagudi"
"Cafe 221B","Yes","Yes",3.7,49,"BTM",300,"Delivery","BTM"
"Cafe 221B","Yes","Yes",3.7,49,"BTM",300,"Delivery","Jayanagar"
"Cafe 221B","Yes","Yes",3.7,49,"BTM",300,"Delivery","Koramangala 4th Block"
"Cafe 221B","Yes","Yes",3.7,49,"BTM",300,"Delivery","Koramangala 5th Block"
"Cafe 221B","Yes","Yes",3.7,49,"BTM",300,"Delivery","Koramangala 6th Block"
"Cafe 221B","Yes","Yes",3.7,49,"BTM",300,"Delivery","Koramangala 7th Block"
"eat.fit","Yes","Yes",4.1,94,"Church Street",300,"Delivery","Brigade Road"
"Windy- Taste Of Home","Yes","Yes",3.6,109,"Whitefield",300,"Delivery","Brookefield"
"eat.fit","Yes","Yes",4.1,94,"Church Street",300,"Delivery","Church Street"
"Ziyan's Cafe 27th","No","Yes",4,60,"HSR",300,"Delivery","HSR"
"Chaat Trail By Moti Mahal","Yes","Yes",3.9,46,"HSR",300,"Delivery","HSR"
"Sri Sai Palace","Yes","Yes",3.8,88,"Whitefield",300,"Delivery","Whitefield"
"Windy- Taste Of Home","Yes","Yes",3.6,112,"Whitefield",300,"Delivery","Whitefield"
"Havyaka Mess","No","No",3.9,28,"Banashankari",300,"Delivery","Banashankari"
"Sugar Rush","No","No",3.8,39,"Banashankari",300,"Delivery","Banashankari"
"The Biryani Cafe","No","No",4.1,520,"Banashankari",300,"Delivery","Banashankari"
"Rolls On Wheels","No","No",3.6,299,"Banashankari",300,"Delivery","Banashankari"
"The Big O Bakes","No","No",4,66,"Banashankari",300,"Delivery","Banashankari"
"Thanco's Natural Ice Creams","No","No",3.2,9,"Banashankari",300,"Delivery","Banashankari"
"Chatar Patar","No","No",3.7,65,"Banashankari",300,"Delivery","Banashankari"
"Kidambi's Kitchen","No","No",3.5,52,"Banashankari",300,"Delivery","Banashankari"
"Kotian Karavali Restaurant","No","No",3.5,10,"Banashankari",300,"Delivery","Banashankari"
"Cakes & Slices","No","No",3.5,13,"Banashankari",300,"Delivery","Banashankari"
"Spice 9","No","No",3.4,8,"Banashankari",300,"Delivery","Banashankari"
"Naveen Kabab & Biriyani Mane","No","No",3.2,9,"Banashankari",300,"Delivery","Banashankari"
"Katriguppe Donne Biryani","No","No",3.2,4,"Banashankari",300,"Delivery","Banashankari"
"Kadamba Classic","No","No",3.6,16,"Mysore Road",300,"Delivery","Banashankari"
"Kumbha Bhojanam","No","No",3.6,11,"Bannerghatta Road",300,"Delivery","Bannerghatta Road"
"Rolls On Wheels","No","No",3.4,25,"Bannerghatta Road",300,"Delivery","Bannerghatta Road"
"Bhavya Military Hotel","No","No",3.5,18,"Bannerghatta Road",300,"Delivery","Bannerghatta Road"
"Nadella's Kitchen","No","No",3.3,4,"Bannerghatta Road",300,"Delivery","Bannerghatta Road"
"Mom's Momos","No","No",3.3,6,"Bannerghatta Road",300,"Delivery","Bannerghatta Road"
"Kailash Parbat","No","No",2.7,67,"Bannerghatta Road",300,"Delivery","Bannerghatta Road"
"Sandwich Mamas","No","No",3.2,4,"Bannerghatta Road",300,"Delivery","Bannerghatta Road"
"Feast and Burp","No","No",3.3,4,"Bannerghatta Road",300,"Delivery","Bannerghatta Road"
"Jiyo Natural","No","No",3.6,14,"South Bangalore",300,"Delivery","Bannerghatta Road"
"Biryani Times","No","No",3.5,16,"JP Nagar",300,"Delivery","Bannerghatta Road"
"Cafe Hops","No","No",3.7,24,"JP Nagar",300,"Delivery","Bannerghatta Road"
"Advika Briyani Center","No","No",3.4,8,"JP Nagar",300,"Delivery","Bannerghatta Road"
"Sai Jagannath Food and Chats Point","No","No",3.8,23,"Bommanahalli",300,"Delivery","Bannerghatta Road"
"Jaganath Restaurant And Hotel","No","No",3.2,8,"JP Nagar",300,"Delivery","Bannerghatta Road"
"Sang Grail","No","No",3.6,34,"JP Nagar",300,"Delivery","Bannerghatta Road"
"New Banashankari Donne Biryani","No","No",3.5,12,"Basavanagudi",300,"Delivery","Basavanagudi"
"Lumbini Snax","No","No",3.3,5,"Basavanagudi",300,"Delivery","Basavanagudi"
"Roofnic","No","No",3.1,9,"Basavanagudi",300,"Delivery","Basavanagudi"
"Kidambi's Kitchen","No","No",3.5,52,"Banashankari",300,"Delivery","Basavanagudi"
"Kotian Karavali Restaurant","No","No",3.5,10,"Banashankari",300,"Delivery","Basavanagudi"
"Sugar Rush","No","No",3.8,39,"Banashankari",300,"Delivery","Basavanagudi"
"Rolls On Wheels","No","No",3.6,299,"Banashankari",300,"Delivery","Basavanagudi"
"Adda","No","No",3.3,5,"Shanti Nagar",300,"Delivery","Basavanagudi"
"The Big O Bakes","No","No",4,66,"Banashankari",300,"Delivery","Basavanagudi"
"Vijaya Sagar","No","No",3.6,15,"Wilson Garden",300,"Delivery","Basavanagudi"
"Juicemaker","No","No",3.8,38,"Jayanagar",300,"Delivery","Basavanagudi"
"Chatar Patar","No","No",3.7,65,"Banashankari",300,"Delivery","Basavanagudi"
"Sihi Chocolaterie","No","No",3.7,26,"Jayanagar",300,"Delivery","Basavanagudi"
"Cakes & Slices","No","No",3.5,13,"Banashankari",300,"Delivery","Basavanagudi"
"Kolkata Restaurant","No","No",3,7,"Jayanagar",300,"Delivery","Basavanagudi"
"Lassi Corner","No","No",3.2,9,"Bellandur",300,"Delivery","Bellandur"
"Sai Ram Andhra Mess","No","No",3.2,6,"Bellandur",300,"Delivery","Bellandur"
"Tandurust","No","No",3.6,27,"Bellandur",300,"Delivery","Bellandur"
"Telugu Velugu","No","No",3,6,"Bellandur",300,"Delivery","Bellandur"
"Indori Zaika","No","No",3.2,7,"Bellandur",300,"Delivery","Bellandur"
"Hotel Masthi Kabab","No","No",3.1,9,"Bellandur",300,"Delivery","Bellandur"
"Cupcake Noggins","No","No",3.9,177,"Sarjapur Road",300,"Delivery","Bellandur"
"Lassi Cafe","No","No",3.6,23,"Sarjapur Road",300,"Delivery","Bellandur"
"Jiyo Natural","No","No",3.6,14,"South Bangalore",300,"Delivery","Bellandur"
"Heavenly Desserts","No","No",3.6,10,"Sarjapur Road",300,"Delivery","Bellandur"
"Wow Momo","No","No",3.4,10,"Marathahalli",300,"Delivery","Bellandur"
"Rolls On Wheels","No","No",3.5,132,"Sarjapur Road",300,"Delivery","Bellandur"
"Choi Choi Momos","No","No",3.8,29,"Brigade Road",300,"Delivery","Brigade Road"
"Rolls On Wheels","No","No",3.5,45,"Brigade Road",300,"Delivery","Brigade Road"
"Gundappa Donne Biryani","No","No",3.7,160,"St. Marks Road",300,"Delivery","Brigade Road"
"Feast and Burp","No","No",3.3,4,"Bannerghatta Road",300,"Delivery","Brigade Road"
"Adda","No","No",3.3,5,"Shanti Nagar",300,"Delivery","Brigade Road"
"Ultra Biriyani Paradise","No","No",3.3,9,"Shanti Nagar",300,"Delivery","Brigade Road"
"New Arya Bhavan","No","No",3.1,23,"MG Road",300,"Delivery","Brigade Road"
"Indy's Comfort Food","No","No",4.1,399,"Shivajinagar",300,"Delivery","Brigade Road"
"Bhaiyajees","No","No",3.7,16,"Richmond Road",300,"Delivery","Brigade Road"
"Bhaiyaji Food Court","No","No",3.4,27,"MG Road",300,"Delivery","Brigade Road"
"Pappu Chaiwalla","No","No",3.3,33,"St. Marks Road",300,"Delivery","Brigade Road"
"Sri Udupi Park","No","No",3.4,13,"Brookefield",300,"Delivery","Brookefield"
"Midas Touch","No","No",3.2,19,"Brookefield",300,"Delivery","Brookefield"
"New Ambur Hot Dum Biryani","No","No",3,8,"Brookefield",300,"Delivery","Brookefield"
"CocoFresh","No","No",3.3,4,"Brookefield",300,"Delivery","Brookefield"
"Ashirvad Veg","No","No",3.4,9,"Marathahalli",300,"Delivery","Brookefield"
"Kitchen Online","No","No",3.3,6,"Whitefield",300,"Delivery","Brookefield"
"Facebake","No","No",4,50,"Marathahalli",300,"Delivery","Brookefield"
"Bengaluru Square","No","No",3.5,25,"Marathahalli",300,"Delivery","Brookefield"
"Prajwal The Restaurant","No","No",3.3,47,"Marathahalli",300,"Delivery","Brookefield"
"Saha Cabin Bengali Hotel","No","No",3.4,5,"Whitefield",300,"Delivery","Brookefield"
"Baba Fattoosh","No","No",3.6,14,"Whitefield",300,"Delivery","Brookefield"
"Kerala Mess","No","No",3.2,8,"Marathahalli",300,"Delivery","Brookefield"
"Wish Pot","No","No",3.4,8,"Whitefield",300,"Delivery","Brookefield"
"Delhiciouss","No","No",3.7,24,"Whitefield",300,"Delivery","Brookefield"
"Biryani@Bangalore","No","No",2.9,86,"Marathahalli",300,"Delivery","Brookefield"
"Hello Brother Hotel","No","No",3.4,6,"HSR",300,"Delivery","BTM"
"Food And You","No","No",3.8,89,"Koramangala 5th Block",300,"Delivery","BTM"
"Biryani Knights","No","No",3.6,21,"JP Nagar",300,"Delivery","BTM"
"Panjabi Dhaba","No","No",3.2,21,"Bommanahalli",300,"Delivery","BTM"
"North Indian And Bengali Mess","No","No",3.7,34,"Koramangala 5th Block",300,"Delivery","BTM"
"Jaganath Restaurant And Hotel","No","No",3.2,8,"JP Nagar",300,"Delivery","BTM"
